timestamp,junction_id,total_vehicles,congestion_level,recorded_at
2026-01-09T19:10:02.875212,0,210,100,2026-01-09T19:10:02.875225
2026-01-09T19:10:03.539298,1,0,0.0,2026-01-09T19:10:03.539318
